,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,audio_features,17i5jLpzndlQhbS4SrTd0B,spotify:track:17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/tracks/17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/audio-analysis/17i5jLpzndlQhbS4SrTd0B,152280,4
1,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,audio_features,4SFBV7SRNG2e2kyL1F6kjU,spotify:track:4SFBV7SRNG2e2kyL1F6kjU,https://api.spotify.com/v1/tracks/4SFBV7SRNG2e2kyL1F6kjU,https://api.spotify.com/v1/audio-analysis/4SFBV7SRNG2e2kyL1F6kjU,139307,4
2,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,audio_features,3zLTPuucd3e6TxZnu2dlVS,spotify:track:3zLTPuucd3e6TxZnu2dlVS,https://api.spotify.com/v1/tracks/3zLTPuucd3e6TxZnu2dlVS,https://api.spotify.com/v1/audio-analysis/3zLTPuucd3e6TxZnu2dlVS,212067,3
3,0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,audio_features,7h6GoPvGHC9uzZJ8bNvfIq,spotify:track:7h6GoPvGHC9uzZJ8bNvfIq,https://api.spotify.com/v1/tracks/7h6GoPvGHC9uzZJ8bNvfIq,https://api.spotify.com/v1/audio-analysis/7h6GoPvGHC9uzZJ8bNvfIq,365147,4
4,0.128,0.132,2,-17.67,1,0.0353,0.744,0.942,0.107,0.0988,85.314,audio_features,7B4HbpZCSfLzKGapKzlUPD,spotify:track:7B4HbpZCSfLzKGapKzlUPD,https://api.spotify.com/v1/tracks/7B4HbpZCSfLzKGapKzlUPD,https://api.spotify.com/v1/audio-analysis/7B4HbpZCSfLzKGapKzlUPD,301587,4
5,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,audio_features,1upQiytDIEZfl9ItruoXuC,spotify:track:1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/tracks/1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/audio-analysis/1upQiytDIEZfl9ItruoXuC,207267,3
6,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,audio_features,5fdp9rXfEixCGLM1Og4EN1,spotify:track:5fdp9rXfEixCGLM1Og4EN1,https://api.spotify.com/v1/tracks/5fdp9rXfEixCGLM1Og4EN1,https://api.spotify.com/v1/audio-analysis/5fdp9rXfEixCGLM1Og4EN1,296480,4
7,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,audio_features,0jOnZhF75V68VsBObWx2XO,spotify:track:0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/tracks/0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/audio-analysis/0jOnZhF75V68VsBObWx2XO,174267,3
8,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3
9,0.114,0.0701,4,-23.417,0,0.0445,0.87,0.431,0.0916,0.0371,89.33,audio_features,7pgJTa3eZM4kkT2vsZUmFt,spotify:track:7pgJTa3eZM4kkT2vsZUmFt,https://api.spotify.com/v1/tracks/7pgJTa3eZM4kkT2vsZUmFt,https://api.spotify.com/v1/audio-analysis/7pgJTa3eZM4kkT2vsZUmFt,331933,1
10,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.601,0.143,0.0936,94.736,audio_features,4J0e4gEqaLQlG5EM0wws1K,spotify:track:4J0e4gEqaLQlG5EM0wws1K,https://api.spotify.com/v1/tracks/4J0e4gEqaLQlG5EM0wws1K,https://api.spotify.com/v1/audio-analysis/4J0e4gEqaLQlG5EM0wws1K,707173,4
11,0.371,0.131,7,-23.899,0,0.0422,0.898,0.925,0.0847,0.0656,106.872,audio_features,5OenUWwcUBDltPyN1Hh40D,spotify:track:5OenUWwcUBDltPyN1Hh40D,https://api.spotify.com/v1/tracks/5OenUWwcUBDltPyN1Hh40D,https://api.spotify.com/v1/audio-analysis/5OenUWwcUBDltPyN1Hh40D,442693,4
12,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,audio_features,0cqcRqZgkNHanWQ8slYA0v,spotify:track:0cqcRqZgkNHanWQ8slYA0v,https://api.spotify.com/v1/tracks/0cqcRqZgkNHanWQ8slYA0v,https://api.spotify.com/v1/audio-analysis/0cqcRqZgkNHanWQ8slYA0v,583293,4
13,0.0946,0.0129,4,-32.298,0,0.0491,0.903,0.294,0.082,0.0382,82.741,audio_features,4YPPXfCUuKEWvvsnl64BEA,spotify:track:4YPPXfCUuKEWvvsnl64BEA,https://api.spotify.com/v1/tracks/4YPPXfCUuKEWvvsnl64BEA,https://api.spotify.com/v1/audio-analysis/4YPPXfCUuKEWvvsnl64BEA,933076,4
14,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,audio_features,3QqPgzOcv9titKufFR0gsQ,spotify:track:3QqPgzOcv9titKufFR0gsQ,https://api.spotify.com/v1/tracks/3QqPgzOcv9titKufFR0gsQ,https://api.spotify.com/v1/audio-analysis/3QqPgzOcv9titKufFR0gsQ,564640,4
15,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,audio_features,4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,644273,4
16,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,audio_features,0k6P9cdEA9K3k0ASde2Kof,spotify:track:0k6P9cdEA9K3k0ASde2Kof,https://api.spotify.com/v1/tracks/0k6P9cdEA9K3k0ASde2Kof,https://api.spotify.com/v1/audio-analysis/0k6P9cdEA9K3k0ASde2Kof,640267,4
17,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,audio_features,419qlOGNXoyICx4jO0hqaj,spotify:track:419qlOGNXoyICx4jO0hqaj,https://api.spotify.com/v1/tracks/419qlOGNXoyICx4jO0hqaj,https://api.spotify.com/v1/audio-analysis/419qlOGNXoyICx4jO0hqaj,174653,4
18,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,audio_features,3DNRdudZ2SstnDCVKFdXxG,spotify:track:3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,315427,3
19,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,audio_features,04eShjKTWijeJJqGnhxpYK,spotify:track:04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/tracks/04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/audio-analysis/04eShjKTWijeJJqGnhxpYK,200360,3
20,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,audio_features,5pjDwtMPly0cNMbuGXhUOI,spotify:track:5pjDwtMPly0cNMbuGXhUOI,https://api.spotify.com/v1/tracks/5pjDwtMPly0cNMbuGXhUOI,https://api.spotify.com/v1/audio-analysis/5pjDwtMPly0cNMbuGXhUOI,478573,4
21,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,audio_features,0QTaXZRWdzfPdssiQThdCL,spotify:track:0QTaXZRWdzfPdssiQThdCL,https://api.spotify.com/v1/tracks/0QTaXZRWdzfPdssiQThdCL,https://api.spotify.com/v1/audio-analysis/0QTaXZRWdzfPdssiQThdCL,766213,3
22,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,audio_features,3GecLjGMqzjmgkvy2v41Wf,spotify:track:3GecLjGMqzjmgkvy2v41Wf,https://api.spotify.com/v1/tracks/3GecLjGMqzjmgkvy2v41Wf,https://api.spotify.com/v1/audio-analysis/3GecLjGMqzjmgkvy2v41Wf,357747,1
23,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,audio_features,2u9VGZmVz7Rm01SfDgzcfA,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA,293147,3
24,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,audio_features,3af6PvJHP8XlFMWeuN7bF8,spotify:track:3af6PvJHP8XlFMWeuN7bF8,https://api.spotify.com/v1/tracks/3af6PvJHP8XlFMWeuN7bF8,https://api.spotify.com/v1/audio-analysis/3af6PvJHP8XlFMWeuN7bF8,337840,4
25,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,audio_features,0S0YKiEdR9cT9pYgEaTevF,spotify:track:0S0YKiEdR9cT9pYgEaTevF,https://api.spotify.com/v1/tracks/0S0YKiEdR9cT9pYgEaTevF,https://api.spotify.com/v1/audio-analysis/0S0YKiEdR9cT9pYgEaTevF,415800,3
26,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,audio_features,5xbuJuQsTVheVZvX2AJVIv,spotify:track:5xbuJuQsTVheVZvX2AJVIv,https://api.spotify.com/v1/tracks/5xbuJuQsTVheVZvX2AJVIv,https://api.spotify.com/v1/audio-analysis/5xbuJuQsTVheVZvX2AJVIv,151507,3
27,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,audio_features,7HSs4srn1qnZhh7WRWBVOk,spotify:track:7HSs4srn1qnZhh7WRWBVOk,https://api.spotify.com/v1/tracks/7HSs4srn1qnZhh7WRWBVOk,https://api.spotify.com/v1/audio-analysis/7HSs4srn1qnZhh7WRWBVOk,341693,4
28,0.302,0.119,9,-18.059,0,0.0386,0.975,0.887,0.11,0.0381,94.4,audio_features,2Z4aQJh0kesRMookvtfR4y,spotify:track:2Z4aQJh0kesRMookvtfR4y,https://api.spotify.com/v1/tracks/2Z4aQJh0kesRMookvtfR4y,https://api.spotify.com/v1/audio-analysis/2Z4aQJh0kesRMookvtfR4y,820853,4
29,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,audio_features,1CSaCKPIp2yCIDL3t7Fyau,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,https://api.spotify.com/v1/tracks/1CSaCKPIp2yCIDL3t7Fyau,https://api.spotify.com/v1/audio-analysis/1CSaCKPIp2yCIDL3t7Fyau,537427,3
30,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,audio_features,2nVt0n0aSj3AwZjakMvDHX,spotify:track:2nVt0n0aSj3AwZjakMvDHX,https://api.spotify.com/v1/tracks/2nVt0n0aSj3AwZjakMvDHX,https://api.spotify.com/v1/audio-analysis/2nVt0n0aSj3AwZjakMvDHX,592040,3
31,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,audio_features,4Dcm4KMuDz0l01weeSpD4J,spotify:track:4Dcm4KMuDz0l01weeSpD4J,https://api.spotify.com/v1/tracks/4Dcm4KMuDz0l01weeSpD4J,https://api.spotify.com/v1/audio-analysis/4Dcm4KMuDz0l01weeSpD4J,642573,4
32,0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,audio_features,2fC30Rt5tFa6FA2jNb4fiz,spotify:track:2fC30Rt5tFa6FA2jNb4fiz,https://api.spotify.com/v1/tracks/2fC30Rt5tFa6FA2jNb4fiz,https://api.spotify.com/v1/audio-analysis/2fC30Rt5tFa6FA2jNb4fiz,435160,4
33,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,audio_features,4WyfQ9OavlPgFqiaV1sy8V,spotify:track:4WyfQ9OavlPgFqiaV1sy8V,https://api.spotify.com/v1/tracks/4WyfQ9OavlPgFqiaV1sy8V,https://api.spotify.com/v1/audio-analysis/4WyfQ9OavlPgFqiaV1sy8V,455467,3
34,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,audio_features,3MRQn2RYo2VLYMoStnLRxu,spotify:track:3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/tracks/3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/audio-analysis/3MRQn2RYo2VLYMoStnLRxu,346587,3
35,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,audio_features,0xX7kREWmOGBWzYNcpZwRN,spotify:track:0xX7kREWmOGBWzYNcpZwRN,https://api.spotify.com/v1/tracks/0xX7kREWmOGBWzYNcpZwRN,https://api.spotify.com/v1/audio-analysis/0xX7kREWmOGBWzYNcpZwRN,364093,4
36,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,audio_features,1Xy6MHSaX3IUGGqst6RzYM,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,https://api.spotify.com/v1/tracks/1Xy6MHSaX3IUGGqst6RzYM,https://api.spotify.com/v1/audio-analysis/1Xy6MHSaX3IUGGqst6RzYM,1252322,3
37,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,audio_features,4wudbbceOZKjRlhTtbHvAs,spotify:track:4wudbbceOZKjRlhTtbHvAs,https://api.spotify.com/v1/tracks/4wudbbceOZKjRlhTtbHvAs,https://api.spotify.com/v1/audio-analysis/4wudbbceOZKjRlhTtbHvAs,636000,3
38,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,audio_features,52GmHO5DikTIKc3yBmTTT1,spotify:track:52GmHO5DikTIKc3yBmTTT1,https://api.spotify.com/v1/tracks/52GmHO5DikTIKc3yBmTTT1,https://api.spotify.com/v1/audio-analysis/52GmHO5DikTIKc3yBmTTT1,906000,4
39,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,audio_features,2OHnoGjn6X6kDwzO7Rw0Y9,spotify:track:2OHnoGjn6X6kDwzO7Rw0Y9,https://api.spotify.com/v1/tracks/2OHnoGjn6X6kDwzO7Rw0Y9,https://api.spotify.com/v1/audio-analysis/2OHnoGjn6X6kDwzO7Rw0Y9,577440,4
40,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,audio_features,1Oo7XEqkrwifJn17aA0ocF,spotify:track:1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/tracks/1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/audio-analysis/1Oo7XEqkrwifJn17aA0ocF,378733,4
41,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,audio_features,5Zf5prtvv7KRQ1J6kNn4C6,spotify:track:5Zf5prtvv7KRQ1J6kNn4C6,https://api.spotify.com/v1/tracks/5Zf5prtvv7KRQ1J6kNn4C6,https://api.spotify.com/v1/audio-analysis/5Zf5prtvv7KRQ1J6kNn4C6,330293,4
42,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,audio_features,2MSgFefjK0T7Iwjvr3OKqV,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/tracks/2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/audio-analysis/2MSgFefjK0T7Iwjvr3OKqV,259493,4
43,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,audio_features,1chTrqszWQEOP4RsNuOZf7,spotify:track:1chTrqszWQEOP4RsNuOZf7,https://api.spotify.com/v1/tracks/1chTrqszWQEOP4RsNuOZf7,https://api.spotify.com/v1/audio-analysis/1chTrqszWQEOP4RsNuOZf7,425000,4
44,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,audio_features,74WjYdm3Lvbwnds4thYPUU,spotify:track:74WjYdm3Lvbwnds4thYPUU,https://api.spotify.com/v1/tracks/74WjYdm3Lvbwnds4thYPUU,https://api.spotify.com/v1/audio-analysis/74WjYdm3Lvbwnds4thYPUU,177333,4
45,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,audio_features,3VQ7hwiEfaHDl3AySgyaiR,spotify:track:3VQ7hwiEfaHDl3AySgyaiR,https://api.spotify.com/v1/tracks/3VQ7hwiEfaHDl3AySgyaiR,https://api.spotify.com/v1/audio-analysis/3VQ7hwiEfaHDl3AySgyaiR,153267,4
46,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,audio_features,6cC6h5E351deEGFd7Kh9uy,spotify:track:6cC6h5E351deEGFd7Kh9uy,https://api.spotify.com/v1/tracks/6cC6h5E351deEGFd7Kh9uy,https://api.spotify.com/v1/audio-analysis/6cC6h5E351deEGFd7Kh9uy,268853,4
47,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,audio_features,3NbAsIxDL0fVgNuCLD152P,spotify:track:3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/tracks/3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/audio-analysis/3NbAsIxDL0fVgNuCLD152P,176518,4
